image,class
cardboard232_aug.jpg,3
metal3.jpg,5
cardboard387_aug.jpg,3
cardboard58.jpg,3
glass410.jpg,1
cardboard89.jpg,3
trash133_aug.jpg,6
metal245.jpg,5
paper249.jpg,2
paper93_aug.jpg,2
metal271_aug.jpg,5
plastic46.jpg,4
trash59_aug.jpg,6
cardboard192_aug.jpg,3
metal166_aug.jpg,5
glass209.jpg,1
glass226.jpg,1
paper275_aug.jpg,2
paper588_aug.jpg,2
paper50_aug.jpg,2
glass14_aug.jpg,1
glass103.jpg,1
paper231.jpg,2
cardboard29_aug.jpg,3
paper402_aug.jpg,2
plastic142_aug.jpg,4
plastic415_aug.jpg,4
trash121_aug.jpg,6
metal361.jpg,5
metal133.jpg,5
glass186_aug.jpg,1
plastic63_aug.jpg,4
metal23_aug.jpg,5
cardboard156.jpg,3
plastic129_aug.jpg,4
cardboard352_aug.jpg,3
paper523_aug.jpg,2
metal224.jpg,5
paper456.jpg,2
metal396.jpg,5
glass120_aug.jpg,1
glass427.jpg,1
paper122.jpg,2
metal90_aug.jpg,5
trash84_aug.jpg,6
glass338.jpg,1
cardboard17.jpg,3
cardboard380_aug.jpg,3
cardboard81_aug.jpg,3
cardboard403_aug.jpg,3
plastic406.jpg,4
paper12_aug.jpg,2
metal186.jpg,5
paper368.jpg,2
trash118_aug.jpg,6
plastic178.jpg,4
glass446_aug.jpg,1
trash69_aug.jpg,6
cardboard203_aug.jpg,3
paper311_aug.jpg,2
glass96_aug.jpg,1
plastic265_aug.jpg,4
paper453.jpg,2
cardboard201.jpg,3
glass153_aug.jpg,1
trash33.jpg,6
metal191.jpg,5
metal62.jpg,5
metal248.jpg,5
paper54_aug.jpg,2
metal130_aug.jpg,5
cardboard239.jpg,3
cardboard84.jpg,3
paper451.jpg,2
glass295_aug.jpg,1
plastic203.jpg,4
paper228.jpg,2
cardboard168.jpg,3
glass403_aug.jpg,1
metal146.jpg,5
metal257_aug.jpg,5
plastic431.jpg,4
metal366.jpg,5
plastic321.jpg,4
paper313.jpg,2
plastic421.jpg,4
plastic214_aug.jpg,4
trash75_aug.jpg,6
cardboard290.jpg,3
plastic43_aug.jpg,4
glass494_aug.jpg,1
paper72_aug.jpg,2
glass18.jpg,1
metal275.jpg,5
glass174_aug.jpg,1
paper524.jpg,2
cardboard332_aug.jpg,3
plastic265_aug.jpg,4
paper564.jpg,2
paper510_aug.jpg,2
glass459.jpg,1
metal409_aug.jpg,5
cardboard167_aug.jpg,3
paper142.jpg,2
metal180.jpg,5
trash129.jpg,6
metal19.jpg,5
cardboard268.jpg,3
plastic318.jpg,4
cardboard398.jpg,3
glass411.jpg,1
cardboard63.jpg,3
trash108_aug.jpg,6
paper100.jpg,2
cardboard256.jpg,3
metal240_aug.jpg,5
paper83.jpg,2
metal227_aug.jpg,5
trash41.jpg,6
cardboard325_aug.jpg,3
metal384_aug.jpg,5
plastic374.jpg,4
paper513.jpg,2
glass339_aug.jpg,1
paper306.jpg,2
cardboard380_aug.jpg,3
glass264.jpg,1
plastic239.jpg,4
glass409.jpg,1
paper462_aug.jpg,2
metal86.jpg,5
glass417.jpg,1
paper586.jpg,2
metal312.jpg,5
metal66_aug.jpg,5
glass302.jpg,1
paper502.jpg,2
glass52_aug.jpg,1
paper35.jpg,2
cardboard357.jpg,3
trash133_aug.jpg,6
metal290_aug.jpg,5
paper399_aug.jpg,2
paper587.jpg,2
paper579.jpg,2
plastic155.jpg,4
cardboard161_aug.jpg,3
paper457.jpg,2
glass63.jpg,1
cardboard145.jpg,3
cardboard219_aug.jpg,3
paper167.jpg,2
glass337.jpg,1
metal256.jpg,5
plastic161.jpg,4
cardboard341.jpg,3
plastic384.jpg,4
plastic464_aug.jpg,4
plastic148.jpg,4
glass289.jpg,1
cardboard189.jpg,3
metal101_aug.jpg,5
metal87.jpg,5
paper416.jpg,2
paper297_aug.jpg,2
cardboard219.jpg,3
glass276_aug.jpg,1
plastic125.jpg,4
cardboard314_aug.jpg,3
glass486_aug.jpg,1
paper575.jpg,2
glass159_aug.jpg,1
trash42_aug.jpg,6
glass249.jpg,1
plastic379.jpg,4
paper208_aug.jpg,2
cardboard199.jpg,3
plastic13_aug.jpg,4
cardboard71.jpg,3
trash12.jpg,6
paper91.jpg,2
cardboard99.jpg,3
cardboard89_aug.jpg,3
paper505.jpg,2
glass381_aug.jpg,1
paper242_aug.jpg,2
glass276.jpg,1
cardboard169_aug.jpg,3
plastic231.jpg,4
metal119.jpg,5
metal172_aug.jpg,5
metal406.jpg,5
plastic157.jpg,4
plastic133.jpg,4
plastic25.jpg,4
paper578.jpg,2
glass478_aug.jpg,1
plastic114_aug.jpg,4
glass108_aug.jpg,1
plastic233.jpg,4
paper240_aug.jpg,2
plastic274_aug.jpg,4
cardboard279.jpg,3
cardboard19_aug.jpg,3
cardboard363_aug.jpg,3
glass58_aug.jpg,1
trash44_aug.jpg,6
glass84_aug.jpg,1
cardboard7.jpg,3
metal259_aug.jpg,5
cardboard213_aug.jpg,3
plastic102_aug.jpg,4
plastic253.jpg,4
glass163.jpg,1
glass383.jpg,1
paper254_aug.jpg,2
trash37.jpg,6
glass368.jpg,1
trash46.jpg,6
cardboard49_aug.jpg,3
glass112_aug.jpg,1
cardboard352_aug.jpg,3
metal240_aug.jpg,5
glass238_aug.jpg,1
paper255_aug.jpg,2
cardboard372.jpg,3
paper468.jpg,2
metal170.jpg,5
plastic400.jpg,4
glass495.jpg,1
metal9_aug.jpg,5
cardboard133.jpg,3
paper208.jpg,2
glass178_aug.jpg,1
paper177_aug.jpg,2
cardboard65.jpg,3
glass28.jpg,1
glass261_aug.jpg,1
paper101.jpg,2
metal409_aug.jpg,5
glass371_aug.jpg,1
paper224_aug.jpg,2
trash10_aug.jpg,6
paper223_aug.jpg,2
paper267_aug.jpg,2
glass20_aug.jpg,1
metal278.jpg,5
cardboard16_aug.jpg,3
metal77.jpg,5
plastic298_aug.jpg,4
cardboard352_aug.jpg,3
trash25_aug.jpg,6
paper517.jpg,2
plastic386_aug.jpg,4
plastic332.jpg,4
glass238_aug.jpg,1
metal90.jpg,5
cardboard65_aug.jpg,3
plastic64.jpg,4
paper411_aug.jpg,2
plastic31_aug.jpg,4
paper210_aug.jpg,2
plastic376_aug.jpg,4
trash79.jpg,6
plastic188_aug.jpg,4
glass373.jpg,1
glass451_aug.jpg,1
paper497.jpg,2
paper2_aug.jpg,2
cardboard334.jpg,3
glass96_aug.jpg,1
glass283.jpg,1
plastic26.jpg,4
trash15.jpg,6
paper436.jpg,2
plastic43_aug.jpg,4
cardboard169.jpg,3
paper234.jpg,2
paper3.jpg,2
plastic364_aug.jpg,4
metal309_aug.jpg,5
cardboard173_aug.jpg,3
glass430_aug.jpg,1
trash23_aug.jpg,6
metal268_aug.jpg,5
cardboard157.jpg,3
paper107.jpg,2
trash71.jpg,6
trash105_aug.jpg,6
paper149.jpg,2
paper242.jpg,2
cardboard120_aug.jpg,3
paper443_aug.jpg,2
paper47.jpg,2
paper41_aug.jpg,2
glass465.jpg,1
glass425.jpg,1
cardboard258_aug.jpg,3
paper590_aug.jpg,2
paper154.jpg,2
plastic257_aug.jpg,4
glass485.jpg,1
plastic197_aug.jpg,4
plastic145.jpg,4
cardboard213.jpg,3
glass294.jpg,1
plastic75_aug.jpg,4
paper396.jpg,2
paper15_aug.jpg,2
metal2_aug.jpg,5
metal22.jpg,5
plastic469.jpg,4
glass499_aug.jpg,1
plastic288.jpg,4
paper264_aug.jpg,2
glass79.jpg,1
paper21.jpg,2
paper556.jpg,2
glass295_aug.jpg,1
trash6.jpg,6
glass328_aug.jpg,1
cardboard29_aug.jpg,3
paper125_aug.jpg,2
paper284_aug.jpg,2
glass84_aug.jpg,1
glass335_aug.jpg,1
paper522_aug.jpg,2
paper186_aug.jpg,2
cardboard373_aug.jpg,3
metal409_aug.jpg,5
paper246_aug.jpg,2
cardboard200_aug.jpg,3
glass467.jpg,1
plastic161_aug.jpg,4
paper460_aug.jpg,2
paper519.jpg,2
glass171_aug.jpg,1
plastic131.jpg,4
paper216.jpg,2
plastic251.jpg,4
metal130_aug.jpg,5
glass454.jpg,1
glass32_aug.jpg,1
plastic114_aug.jpg,4
glass342.jpg,1
paper90.jpg,2
trash97_aug.jpg,6
cardboard74.jpg,3
glass426.jpg,1
cardboard229.jpg,3
plastic169_aug.jpg,4
paper406_aug.jpg,2
paper523_aug.jpg,2
plastic210_aug.jpg,4
trash2.jpg,6
glass2_aug.jpg,1
cardboard135_aug.jpg,3
plastic120_aug.jpg,4
plastic472.jpg,4
paper10_aug.jpg,2
plastic288_aug.jpg,4
cardboard112_aug.jpg,3
plastic451_aug.jpg,4
plastic232.jpg,4
plastic422.jpg,4
paper396_aug.jpg,2
paper589_aug.jpg,2
metal103_aug.jpg,5
cardboard335.jpg,3
cardboard274.jpg,3
plastic322.jpg,4
plastic387.jpg,4
metal55_aug.jpg,5
trash28.jpg,6
plastic285_aug.jpg,4
plastic478_aug.jpg,4
plastic442.jpg,4
metal290.jpg,5
glass66.jpg,1
plastic77.jpg,4
trash106.jpg,6
plastic286.jpg,4
paper55_aug.jpg,2
glass266_aug.jpg,1
paper79_aug.jpg,2
plastic137_aug.jpg,4
plastic354_aug.jpg,4
glass21.jpg,1
cardboard276.jpg,3
glass380.jpg,1
glass270_aug.jpg,1
cardboard29_aug.jpg,3
plastic482.jpg,4
trash41_aug.jpg,6
plastic150_aug.jpg,4
plastic466.jpg,4
paper591_aug.jpg,2
plastic348.jpg,4
trash97.jpg,6
paper200.jpg,2
glass139.jpg,1
metal308.jpg,5
plastic358_aug.jpg,4
metal355.jpg,5
glass137.jpg,1
glass104_aug.jpg,1
plastic243.jpg,4
trash35_aug.jpg,6
paper180_aug.jpg,2
paper462.jpg,2
metal410.jpg,5
trash77_aug.jpg,6
cardboard273.jpg,3
metal4_aug.jpg,5
paper484.jpg,2
glass134.jpg,1
cardboard359.jpg,3
trash10_aug.jpg,6
paper83_aug.jpg,2
cardboard49.jpg,3
glass455_aug.jpg,1
paper582_aug.jpg,2
metal219.jpg,5
glass162_aug.jpg,1
paper84.jpg,2
glass164_aug.jpg,1
cardboard2_aug.jpg,3
paper302_aug.jpg,2
cardboard222_aug.jpg,3
metal315.jpg,5
cardboard92.jpg,3
metal76_aug.jpg,5
metal18_aug.jpg,5
trash59_aug.jpg,6
glass310.jpg,1
glass482.jpg,1
trash128_aug.jpg,6
glass336_aug.jpg,1
paper165.jpg,2
glass232_aug.jpg,1
glass242.jpg,1
cardboard343_aug.jpg,3
plastic311.jpg,4
plastic58_aug.jpg,4
glass350_aug.jpg,1
paper255_aug.jpg,2
paper410.jpg,2
metal324_aug.jpg,5
glass228_aug.jpg,1
metal55_aug.jpg,5
paper589_aug.jpg,2
plastic230.jpg,4
metal162_aug.jpg,5
paper392.jpg,2
paper390_aug.jpg,2
cardboard239_aug.jpg,3
paper166_aug.jpg,2
glass488_aug.jpg,1
plastic81.jpg,4
trash98_aug.jpg,6
plastic116_aug.jpg,4
paper318_aug.jpg,2
plastic60.jpg,4
cardboard97.jpg,3
cardboard43_aug.jpg,3
glass380_aug.jpg,1
plastic6.jpg,4
glass354.jpg,1
cardboard374.jpg,3
plastic405_aug.jpg,4
paper351_aug.jpg,2
glass470.jpg,1
paper333.jpg,2
plastic53_aug.jpg,4
plastic151.jpg,4
plastic33_aug.jpg,4
paper567.jpg,2
plastic198.jpg,4
cardboard380_aug.jpg,3
cardboard402.jpg,3
metal244.jpg,5
paper381.jpg,2
metal297_aug.jpg,5
paper362_aug.jpg,2
metal342_aug.jpg,5
metal198_aug.jpg,5
paper565_aug.jpg,2
plastic394_aug.jpg,4
metal220.jpg,5
metal385.jpg,5
plastic482_aug.jpg,4
glass296.jpg,1
cardboard338.jpg,3
paper15.jpg,2
glass232_aug.jpg,1
metal280.jpg,5
paper243_aug.jpg,2
cardboard195_aug.jpg,3
plastic188_aug.jpg,4
plastic111.jpg,4
cardboard110_aug.jpg,3
paper293.jpg,2
glass63_aug.jpg,1
plastic156_aug.jpg,4
trash16_aug.jpg,6
cardboard56_aug.jpg,3
metal189_aug.jpg,5
paper429.jpg,2
paper366_aug.jpg,2
cardboard9.jpg,3
plastic177_aug.jpg,4
cardboard66_aug.jpg,3
paper358.jpg,2
cardboard89_aug.jpg,3
glass162.jpg,1
metal312_aug.jpg,5
plastic320_aug.jpg,4
glass315_aug.jpg,1
metal393_aug.jpg,5
plastic395_aug.jpg,4
cardboard75_aug.jpg,3
trash61_aug.jpg,6
cardboard372_aug.jpg,3
paper479_aug.jpg,2
paper533.jpg,2
paper394_aug.jpg,2
glass66_aug.jpg,1
metal11.jpg,5
paper421.jpg,2
glass26.jpg,1
glass319.jpg,1
metal359.jpg,5
paper180.jpg,2
paper309.jpg,2
paper320_aug.jpg,2
plastic269_aug.jpg,4
paper49_aug.jpg,2
metal316_aug.jpg,5
trash60_aug.jpg,6
paper230_aug.jpg,2
glass102.jpg,1
paper566.jpg,2
cardboard107.jpg,3
trash125_aug.jpg,6
metal72_aug.jpg,5
paper458.jpg,2
cardboard162.jpg,3
glass89.jpg,1
paper294.jpg,2
paper574_aug.jpg,2
cardboard112_aug.jpg,3
glass358.jpg,1
plastic156.jpg,4
plastic461.jpg,4
plastic357_aug.jpg,4
cardboard186.jpg,3
glass34.jpg,1
glass58.jpg,1
plastic74.jpg,4
cardboard341_aug.jpg,3
cardboard180_aug.jpg,3
glass112.jpg,1
metal162.jpg,5
trash56_aug.jpg,6
plastic112.jpg,4
paper303.jpg,2
plastic263.jpg,4
glass307.jpg,1
metal120_aug.jpg,5
paper376.jpg,2
cardboard331.jpg,3
glass84.jpg,1
metal135.jpg,5
cardboard135.jpg,3
metal327.jpg,5
paper549_aug.jpg,2
metal290_aug.jpg,5
paper64.jpg,2
trash75_aug.jpg,6
plastic410_aug.jpg,4
glass325.jpg,1
metal329.jpg,5
metal268.jpg,5
plastic28_aug.jpg,4
metal63.jpg,5
paper265.jpg,2
plastic72_aug.jpg,4
glass455_aug.jpg,1
glass280.jpg,1
paper455_aug.jpg,2
cardboard106_aug.jpg,3
glass13.jpg,1
paper277_aug.jpg,2
cardboard12.jpg,3
plastic152.jpg,4
paper100_aug.jpg,2
glass211.jpg,1
metal139.jpg,5
cardboard283.jpg,3
metal81_aug.jpg,5
cardboard393_aug.jpg,3
metal307.jpg,5
glass92.jpg,1
paper531.jpg,2
glass236.jpg,1
plastic376.jpg,4
plastic87.jpg,4
glass172.jpg,1
metal362_aug.jpg,5
metal239.jpg,5
glass451_aug.jpg,1
paper22.jpg,2
plastic69_aug.jpg,4
cardboard48.jpg,3
paper58.jpg,2
metal349.jpg,5
glass438_aug.jpg,1
plastic176_aug.jpg,4
metal6_aug.jpg,5
glass256_aug.jpg,1
plastic190_aug.jpg,4
trash108_aug.jpg,6
plastic351_aug.jpg,4
glass35.jpg,1
glass53_aug.jpg,1
cardboard240.jpg,3
trash88_aug.jpg,6
metal332_aug.jpg,5
glass71.jpg,1
metal374_aug.jpg,5
paper384.jpg,2
paper397.jpg,2
paper252.jpg,2
glass367_aug.jpg,1
plastic420.jpg,4
trash88.jpg,6
plastic248.jpg,4
trash121_aug.jpg,6
trash77_aug.jpg,6
metal166_aug.jpg,5
paper496_aug.jpg,2
cardboard10_aug.jpg,3
paper56.jpg,2
glass155.jpg,1
glass190_aug.jpg,1
trash98_aug.jpg,6
glass350_aug.jpg,1
metal262_aug.jpg,5
glass386.jpg,1
glass50_aug.jpg,1
trash30.jpg,6
glass404.jpg,1
cardboard26.jpg,3
metal179.jpg,5
glass87_aug.jpg,1
plastic256_aug.jpg,4
metal32.jpg,5
plastic349.jpg,4
paper184.jpg,2
plastic306.jpg,4
cardboard56_aug.jpg,3
paper127.jpg,2
cardboard212.jpg,3
glass4_aug.jpg,1
paper237.jpg,2
cardboard171.jpg,3
plastic3.jpg,4
cardboard350_aug.jpg,3
paper289_aug.jpg,2
cardboard293.jpg,3
glass147_aug.jpg,1
glass282_aug.jpg,1
metal203_aug.jpg,5
paper282_aug.jpg,2
plastic112_aug.jpg,4
plastic268.jpg,4
metal363.jpg,5
plastic295_aug.jpg,4
plastic227_aug.jpg,4
paper77_aug.jpg,2
cardboard253_aug.jpg,3
plastic417.jpg,4
cardboard47_aug.jpg,3
metal332.jpg,5
paper109_aug.jpg,2
glass492.jpg,1
paper557_aug.jpg,2
plastic93.jpg,4
metal353_aug.jpg,5
glass393_aug.jpg,1
paper113_aug.jpg,2
cardboard85.jpg,3
paper157_aug.jpg,2
glass340.jpg,1
metal362_aug.jpg,5
plastic302.jpg,4
glass464.jpg,1
glass357_aug.jpg,1
plastic375.jpg,4
glass371_aug.jpg,1
paper34_aug.jpg,2
paper337.jpg,2
glass464_aug.jpg,1
glass9.jpg,1
cardboard360_aug.jpg,3
glass238_aug.jpg,1
cardboard267.jpg,3
glass184.jpg,1
glass123.jpg,1
metal359_aug.jpg,5
glass73_aug.jpg,1
glass258.jpg,1
glass83_aug.jpg,1
paper335.jpg,2
plastic78.jpg,4
plastic441.jpg,4
plastic84_aug.jpg,4
paper570_aug.jpg,2
metal59_aug.jpg,5
metal22_aug.jpg,5
glass320.jpg,1
paper529_aug.jpg,2
paper155_aug.jpg,2
paper80.jpg,2
plastic265.jpg,4
cardboard118.jpg,3
glass152.jpg,1
plastic206.jpg,4
paper497_aug.jpg,2
glass270.jpg,1
paper136_aug.jpg,2
paper489.jpg,2
paper145_aug.jpg,2
glass424_aug.jpg,1
glass212_aug.jpg,1
cardboard248_aug.jpg,3
glass410_aug.jpg,1
metal316_aug.jpg,5
paper507.jpg,2
cardboard130.jpg,3
glass493.jpg,1
plastic132_aug.jpg,4
glass498_aug.jpg,1
cardboard391_aug.jpg,3
plastic56_aug.jpg,4
cardboard188.jpg,3
glass142_aug.jpg,1
plastic446.jpg,4
plastic301_aug.jpg,4
plastic407.jpg,4
cardboard306_aug.jpg,3
paper156.jpg,2
plastic33_aug.jpg,4
glass133_aug.jpg,1
paper449.jpg,2
plastic163_aug.jpg,4
trash12_aug.jpg,6
metal35.jpg,5
trash63.jpg,6
cardboard219_aug.jpg,3
metal83_aug.jpg,5
paper248_aug.jpg,2
paper363.jpg,2
cardboard190.jpg,3
plastic236_aug.jpg,4
cardboard237_aug.jpg,3
glass266_aug.jpg,1
glass444.jpg,1
plastic197.jpg,4
plastic226.jpg,4
glass388_aug.jpg,1
plastic183_aug.jpg,4
plastic313_aug.jpg,4
paper297_aug.jpg,2
plastic123.jpg,4
paper472_aug.jpg,2
cardboard12_aug.jpg,3
metal72.jpg,5
metal362_aug.jpg,5
paper368_aug.jpg,2
plastic238.jpg,4
metal152.jpg,5
metal285.jpg,5
metal348_aug.jpg,5
metal54.jpg,5
paper296.jpg,2
plastic167.jpg,4
plastic96_aug.jpg,4
glass350_aug.jpg,1
cardboard301.jpg,3
plastic337.jpg,4
trash86.jpg,6
paper16.jpg,2
glass451.jpg,1
plastic20_aug.jpg,4
cardboard224_aug.jpg,3
glass213_aug.jpg,1
glass283_aug.jpg,1
paper253_aug.jpg,2
glass205_aug.jpg,1
glass97.jpg,1
glass54_aug.jpg,1
glass419.jpg,1
glass50_aug.jpg,1
paper112_aug.jpg,2
plastic343_aug.jpg,4
glass397.jpg,1
plastic211.jpg,4
metal271.jpg,5
glass238_aug.jpg,1
paper552_aug.jpg,2
glass80_aug.jpg,1
cardboard203_aug.jpg,3
plastic193_aug.jpg,4
metal287.jpg,5
metal247_aug.jpg,5
paper173.jpg,2
plastic428_aug.jpg,4
metal135_aug.jpg,5
cardboard43_aug.jpg,3
plastic347.jpg,4
metal302.jpg,5
cardboard393.jpg,3
glass217.jpg,1
plastic359_aug.jpg,4
cardboard230.jpg,3
paper340_aug.jpg,2
glass218_aug.jpg,1
paper336.jpg,2
cardboard143.jpg,3
glass293.jpg,1
glass458.jpg,1
metal384.jpg,5
paper364.jpg,2
metal409_aug.jpg,5
paper269_aug.jpg,2
metal227_aug.jpg,5
metal50_aug.jpg,5
paper580.jpg,2
glass83.jpg,1
trash47.jpg,6
metal97.jpg,5
paper202_aug.jpg,2
glass93.jpg,1
metal327_aug.jpg,5
trash127.jpg,6
cardboard313_aug.jpg,3
metal205_aug.jpg,5
metal106.jpg,5
paper562.jpg,2
glass171.jpg,1
plastic10.jpg,4
plastic405.jpg,4
cardboard313.jpg,3
metal61_aug.jpg,5
cardboard104_aug.jpg,3
plastic477.jpg,4
cardboard137.jpg,3
metal362_aug.jpg,5
cardboard72_aug.jpg,3
paper339.jpg,2
glass286_aug.jpg,1
trash10_aug.jpg,6
glass437.jpg,1
plastic435.jpg,4
plastic313_aug.jpg,4
glass371_aug.jpg,1
cardboard390_aug.jpg,3
glass197_aug.jpg,1
metal145.jpg,5
paper498.jpg,2
glass108_aug.jpg,1
metal48_aug.jpg,5
plastic165_aug.jpg,4
glass58_aug.jpg,1
metal274_aug.jpg,5
paper7.jpg,2
cardboard253_aug.jpg,3
glass60.jpg,1
metal409_aug.jpg,5
glass4_aug.jpg,1
plastic57_aug.jpg,4
metal132.jpg,5
metal166_aug.jpg,5
plastic401_aug.jpg,4
plastic269.jpg,4
paper519_aug.jpg,2
cardboard236.jpg,3
paper203.jpg,2
paper546.jpg,2
cardboard287.jpg,3
glass388_aug.jpg,1
plastic312.jpg,4
trash52.jpg,6
glass333.jpg,1
paper464_aug.jpg,2
trash106_aug.jpg,6
paper89.jpg,2
metal283_aug.jpg,5
glass147_aug.jpg,1
cardboard352_aug.jpg,3
plastic77_aug.jpg,4
glass410_aug.jpg,1
trash69_aug.jpg,6
glass308.jpg,1
plastic171.jpg,4
plastic396.jpg,4
paper423_aug.jpg,2
metal394_aug.jpg,5
cardboard337_aug.jpg,3
paper272_aug.jpg,2
glass77_aug.jpg,1
trash86_aug.jpg,6
plastic460_aug.jpg,4
glass447_aug.jpg,1
plastic133_aug.jpg,4
paper104_aug.jpg,2
glass381.jpg,1
cardboard187_aug.jpg,3
glass378_aug.jpg,1
plastic33.jpg,4
cardboard277_aug.jpg,3
plastic430.jpg,4
plastic345.jpg,4
paper377_aug.jpg,2
paper413.jpg,2
plastic69.jpg,4
paper539.jpg,2
paper36.jpg,2
plastic448_aug.jpg,4
cardboard29_aug.jpg,3
trash55_aug.jpg,6
cardboard319_aug.jpg,3
metal91.jpg,5
cardboard32.jpg,3
trash84.jpg,6
trash59.jpg,6
glass389.jpg,1
paper437.jpg,2
cardboard1.jpg,3
glass244.jpg,1
plastic67.jpg,4
cardboard267_aug.jpg,3
cardboard319_aug.jpg,3
glass488_aug.jpg,1
metal263_aug.jpg,5
paper272_aug.jpg,2
cardboard92_aug.jpg,3
glass101.jpg,1
paper455.jpg,2
metal135_aug.jpg,5
paper10.jpg,2
plastic185.jpg,4
metal350_aug.jpg,5
cardboard399_aug.jpg,3
metal169.jpg,5
cardboard15.jpg,3
cardboard185.jpg,3
paper308_aug.jpg,2
paper41.jpg,2
glass154_aug.jpg,1
paper37.jpg,2
plastic144_aug.jpg,4
paper390.jpg,2
paper123.jpg,2
paper14.jpg,2
cardboard337_aug.jpg,3
trash1.jpg,4
paper243.jpg,2
paper185_aug.jpg,2
glass237.jpg,1
glass234_aug.jpg,1
cardboard164.jpg,3
plastic191.jpg,4
paper144.jpg,2
trash130_aug.jpg,6
metal170_aug.jpg,5
glass4_aug.jpg,1
plastic377.jpg,4
metal178_aug.jpg,5
plastic385.jpg,4
glass121.jpg,1
paper348.jpg,2
glass329.jpg,1
cardboard284.jpg,3
cardboard174.jpg,3
plastic455_aug.jpg,4
paper49_aug.jpg,2
metal393.jpg,5
paper401.jpg,2
trash82_aug.jpg,6
cardboard89_aug.jpg,3
plastic425_aug.jpg,4
plastic33_aug.jpg,4
cardboard172.jpg,3
cardboard93.jpg,3
paper84_aug.jpg,2
metal44.jpg,5
cardboard345_aug.jpg,3
paper233_aug.jpg,2
paper81_aug.jpg,2
cardboard261_aug.jpg,3
metal55_aug.jpg,5
plastic220.jpg,4
metal14.jpg,5
paper58_aug.jpg,2
cardboard34_aug.jpg,3
cardboard198.jpg,3
trash129_aug.jpg,6
paper150.jpg,2
glass5.jpg,1
cardboard291.jpg,3
glass322_aug.jpg,1
paper375.jpg,2
paper241.jpg,2
plastic405_aug.jpg,4
trash35_aug.jpg,6
cardboard225.jpg,3
plastic3_aug.jpg,4
glass120_aug.jpg,1
glass497_aug.jpg,1
plastic144_aug.jpg,4
plastic260.jpg,4
cardboard56_aug.jpg,3
plastic327.jpg,4
plastic410_aug.jpg,4
cardboard123.jpg,3
plastic395_aug.jpg,4
cardboard180_aug.jpg,3
paper3_aug.jpg,2
metal368.jpg,5
trash35_aug.jpg,6
glass501.jpg,1
paper384_aug.jpg,2
trash92_aug.jpg,6
paper272.jpg,2
glass251.jpg,1
metal390_aug.jpg,5
cardboard259_aug.jpg,3
plastic141.jpg,4
cardboard357_aug.jpg,3
paper492_aug.jpg,2
paper226_aug.jpg,2
paper340_aug.jpg,2
metal295.jpg,5
paper117_aug.jpg,2
metal102.jpg,5
plastic178_aug.jpg,4
glass445.jpg,1
plastic464.jpg,4
cardboard357_aug.jpg,3
cardboard296.jpg,3
plastic471.jpg,4
plastic22_aug.jpg,4
plastic51_aug.jpg,4
cardboard121.jpg,3
plastic410_aug.jpg,4
cardboard98_aug.jpg,3
paper414_aug.jpg,2
metal362_aug.jpg,5
cardboard394_aug.jpg,3
plastic121.jpg,4
cardboard144_aug.jpg,3
glass91_aug.jpg,1
plastic338.jpg,4
trash102.jpg,6
glass400.jpg,1
cardboard180_aug.jpg,3
metal340_aug.jpg,5
plastic28.jpg,4
paper428_aug.jpg,2
glass125.jpg,1
plastic214_aug.jpg,4
cardboard146.jpg,3
metal278_aug.jpg,5
glass215_aug.jpg,1
glass216.jpg,1
paper42.jpg,2
paper559.jpg,2
paper111.jpg,2
cardboard208_aug.jpg,3
plastic42.jpg,4
trash23.jpg,6
plastic470.jpg,4
paper485_aug.jpg,2
glass165.jpg,1
cardboard255.jpg,3
cardboard366_aug.jpg,3
paper15_aug.jpg,2
plastic415_aug.jpg,4
metal337.jpg,5
paper340_aug.jpg,2
paper426.jpg,2
glass345.jpg,1
plastic368_aug.jpg,4
cardboard322_aug.jpg,3
plastic255_aug.jpg,4
paper534.jpg,2
trash28_aug.jpg,6
trash31.jpg,6
glass181_aug.jpg,1
paper302_aug.jpg,2
plastic413.jpg,4
cardboard187_aug.jpg,3
paper461.jpg,2
glass295_aug.jpg,1
plastic284_aug.jpg,4
paper15_aug.jpg,2
metal254.jpg,5
plastic63.jpg,4
plastic214.jpg,4
paper268.jpg,2
paper3_aug.jpg,2
plastic290_aug.jpg,4
metal163_aug.jpg,5
trash42_aug.jpg,6
cardboard51_aug.jpg,3
plastic317.jpg,4
cardboard76.jpg,3
plastic334_aug.jpg,4
plastic65_aug.jpg,4
glass178_aug.jpg,1
cardboard281.jpg,3
plastic232_aug.jpg,4
plastic272.jpg,4
glass295_aug.jpg,1
paper291_aug.jpg,2
paper196.jpg,2
paper481_aug.jpg,2
paper71.jpg,2
plastic334.jpg,4
metal372_aug.jpg,5
cardboard29_aug.jpg,3
plastic392_aug.jpg,4
plastic434.jpg,4
metal166_aug.jpg,5
glass169_aug.jpg,1
metal362_aug.jpg,5
glass262.jpg,1
paper585_aug.jpg,2
trash27.jpg,6
cardboard111.jpg,3
metal342_aug.jpg,5
metal135_aug.jpg,5
cardboard256_aug.jpg,3
glass63_aug.jpg,1
plastic384_aug.jpg,4
metal85.jpg,5
plastic50.jpg,4
glass209_aug.jpg,1
cardboard50.jpg,3
paper469_aug.jpg,2
cardboard165.jpg,3
cardboard312.jpg,3
paper425_aug.jpg,2
plastic348_aug.jpg,4
plastic50_aug.jpg,4
metal201.jpg,5
